"","cell_line","COSMIC_ID","drug","log10_dose","viability"
"12519","OCI-AML2",910947,"Navitoclax",-1.8008,1.11730120481928
"12520","OCI-AML2",910947,"Navitoclax",-1.6988,0.802069615216283
"12521","OCI-AML2",910947,"Navitoclax",-1.4998,0.910699540973929
"12522","OCI-AML2",910947,"Navitoclax",-1.3009,0.631657665143332
"12523","OCI-AML2",910947,"Navitoclax",-1.1989,0.376053989518106
"12524","OCI-AML2",910947,"Navitoclax",-0.9998,0.537844434910974
"12525","OCI-AML2",910947,"Navitoclax",-0.8009,0.330165018695472
"12526","OCI-AML2",910947,"Navitoclax",-0.6989,0.108924117397119
"12527","OCI-AML2",910947,"Navitoclax",-0.4999,0.187584227839125
"12528","OCI-AML2",910947,"Navitoclax",-0.301,0.11940772746157
"12529","OCI-AML2",910947,"Navitoclax",-0.1989,0.0239754434413072
"12530","OCI-AML2",910947,"Navitoclax",1e-04,0.105006810205352
"12531","OCI-AML2",910947,"Navitoclax",0.199,0.0340327378479435
"12532","OCI-AML2",910947,"Navitoclax",0.301,0.058633449513828
"12533","OCI-AML2",910947,"Navitoclax",0.5,0.0292366622560374
"12534","OCI-AML2",910947,"Navitoclax",0.699,0.116727544661404
"12535","OCI-AML2",910947,"Navitoclax",1,0.0374577494903445
"12536","OCI-AML3",1290455,"Navitoclax",-2.6987,1.00871683256229
"12537","OCI-AML3",1290455,"Navitoclax",-2.3008,1.05699136377585
"12538","OCI-AML3",1290455,"Navitoclax",-2.1988,1.00951619275359
"12539","OCI-AML3",1290455,"Navitoclax",-1.9998,1.22122396819428
"12540","OCI-AML3",1290455,"Navitoclax",-1.8008,1.25880106028809
"12541","OCI-AML3",1290455,"Navitoclax",-1.6988,1.15835706037394
"12542","OCI-AML3",1290455,"Navitoclax",-1.4998,1.23808900556155
"12543","OCI-AML3",1290455,"Navitoclax",-1.3009,0.887578600334089
"12544","OCI-AML3",1290455,"Navitoclax",-1.1989,1.11812820695696
"12545","OCI-AML3",1290455,"Navitoclax",-0.9998,1.25074329503712
"12546","OCI-AML3",1290455,"Navitoclax",-0.8009,0.930244553219344
"12547","OCI-AML3",1290455,"Navitoclax",-0.6989,1.13100211319581
"12548","OCI-AML3",1290455,"Navitoclax",-0.4999,1.13271007926674
"12549","OCI-AML3",1290455,"Navitoclax",-0.301,0.877596279042059
"12550","OCI-AML3",1290455,"Navitoclax",-0.1989,1.08353694646811
"12551","OCI-AML3",1290455,"Navitoclax",1e-04,1.13903722400452
"12552","OCI-AML3",1290455,"Navitoclax",0.199,0.792707452806703
"12553","OCI-AML3",1290455,"Navitoclax",0.301,0.985316614751664
"12554","OCI-AML3",1290455,"Navitoclax",0.5,0.905109235110332
"12555","OCI-AML3",1290455,"Navitoclax",0.699,0.907491115914012
"12556","OCI-AML3",1290455,"Navitoclax",1,0.127642035379628
"12557","OCI-AML5",1330983,"Navitoclax",-2.6987,0.946943316685954
"12558","OCI-AML5",1330983,"Navitoclax",-2.3008,1.07193377293875
"12559","OCI-AML5",1330983,"Navitoclax",-2.1988,1.05891325059966
"12560","OCI-AML5",1330983,"Navitoclax",-1.9998,1.0885558577633
"12561","OCI-AML5",1330983,"Navitoclax",-1.8008,1.12589878842312
"12562","OCI-AML5",1330983,"Navitoclax",-1.6988,1.15561897183294
"12563","OCI-AML5",1330983,"Navitoclax",-1.4998,0.963098766436948
"12564","OCI-AML5",1330983,"Navitoclax",-1.3009,0.914032263082894
"12565","OCI-AML5",1330983,"Navitoclax",-1.1989,0.92270688010911
"12566","OCI-AML5",1330983,"Navitoclax",-0.9998,0.683743220714237
"12567","OCI-AML5",1330983,"Navitoclax",-0.8009,0.832091582849166
"12568","OCI-AML5",1330983,"Navitoclax",-0.6989,0.483495724362932
"12569","OCI-AML5",1330983,"Navitoclax",-0.4999,0.115143987734996
"12570","OCI-AML5",1330983,"Navitoclax",-0.301,0.370472205916212
"12571","OCI-AML5",1330983,"Navitoclax",-0.1989,0.14031491793516
"12572","OCI-AML5",1330983,"Navitoclax",1e-04,0.0365778317325411
"12573","OCI-AML5",1330983,"Navitoclax",0.199,0.164669165461866
"12574","OCI-AML5",1330983,"Navitoclax",0.301,0.0693825697740357
"12575","OCI-AML5",1330983,"Navitoclax",0.5,0.0148322123007272
"12576","OCI-AML5",1330983,"Navitoclax",0.699,0.100730762768643
"12577","OCI-AML5",1330983,"Navitoclax",1,0.0148322123007272
"12578","OCI-LY-19",1330984,"Navitoclax",-2.6987,0.903431384168069
"12579","OCI-LY-19",1330984,"Navitoclax",-2.1988,1.01758436243255
"12580","OCI-LY-19",1330984,"Navitoclax",-1.6988,0.949933236941699
"12581","OCI-LY-19",1330984,"Navitoclax",-1.1989,0.594731644109444
"12582","OCI-LY-19",1330984,"Navitoclax",-0.6989,0.294571254750448
"12583","OCI-LY-19",1330984,"Navitoclax",-0.1989,0.0197634454478656
"12584","OCI-LY-19",1330984,"Navitoclax",0.301,0.0305150631681244
"12585","OCI-LY7",1659819,"Navitoclax",-2.6987,0.991682112070155
"12586","OCI-LY7",1659819,"Navitoclax",-2.1988,0.945156030772322
"12587","OCI-LY7",1659819,"Navitoclax",-1.6988,0.828840827527738
"12588","OCI-LY7",1659819,"Navitoclax",-1.1989,0.622811655861324
"12589","OCI-LY7",1659819,"Navitoclax",-0.6989,0.400161059037686
"12590","OCI-LY7",1659819,"Navitoclax",-0.1989,0.0681846030209333
"12591","OCI-LY7",1659819,"Navitoclax",0.301,0.107756113123276
"12592","OCI-M1",1330985,"Navitoclax",-2.6987,0.963138097632938
"12593","OCI-M1",1330985,"Navitoclax",-2.3008,0.949226351833175
"12594","OCI-M1",1330985,"Navitoclax",-2.1988,1.04006043134884
"12595","OCI-M1",1330985,"Navitoclax",-1.9998,1.09872471307809
"12596","OCI-M1",1330985,"Navitoclax",-1.8008,1.12715239506587
"12597","OCI-M1",1330985,"Navitoclax",-1.6988,1.14694723545903
"12598","OCI-M1",1330985,"Navitoclax",-1.4998,1.05844332282772
"12599","OCI-M1",1330985,"Navitoclax",-1.3009,1.01356369913677
"12600","OCI-M1",1330985,"Navitoclax",-1.1989,1.06252844478774
"12601","OCI-M1",1330985,"Navitoclax",-0.9998,0.934991004506412
"12602","OCI-M1",1330985,"Navitoclax",-0.8009,0.934183292430266
"12603","OCI-M1",1330985,"Navitoclax",-0.6989,0.927741721581528
"12604","OCI-M1",1330985,"Navitoclax",-0.4999,0.360763847807673
"12605","OCI-M1",1330985,"Navitoclax",-0.301,0.566093512540057
"12606","OCI-M1",1330985,"Navitoclax",-0.1989,0.580633695206122
"12607","OCI-M1",1330985,"Navitoclax",1e-04,0.0205132876352132
"12608","OCI-M1",1330985,"Navitoclax",0.199,0.173485406525032
"12609","OCI-M1",1330985,"Navitoclax",0.301,0.0975571679848097
"12610","OCI-M1",1330985,"Navitoclax",0.5,-0.0145518074748283
"12611","OCI-M1",1330985,"Navitoclax",0.699,0.144759031433083
"12612","OCI-M1",1330985,"Navitoclax",1,0.0075208488134485
"12613","OCUB-M",909256,"Navitoclax",-2.3008,0.988860401073904
"12614","OCUB-M",909256,"Navitoclax",-2.0103,0.968538978121949
"12615","OCUB-M",909256,"Navitoclax",-1.9998,0.91687721363001
"12616","OCUB-M",909256,"Navitoclax",-1.8008,0.9334110273742
"12617","OCUB-M",909256,"Navitoclax",-1.4998,0.897501786929222
"12618","OCUB-M",909256,"Navitoclax",-1.4082,0.933157602300241
"12619","OCUB-M",909256,"Navitoclax",-1.3009,0.984219477032778
"12620","OCUB-M",909256,"Navitoclax",-0.9998,0.851008869720428
"12621","OCUB-M",909256,"Navitoclax",-0.8062,0.894284547822346
"12622","OCUB-M",909256,"Navitoclax",-0.8009,0.739362390904618
"12623","OCUB-M",909256,"Navitoclax",-0.4999,0.696086524845091
"12624","OCUB-M",909256,"Navitoclax",-0.301,0.665446006957933
"12625","OCUB-M",909256,"Navitoclax",-0.2041,0.845720451751925
"12626","OCUB-M",909256,"Navitoclax",1e-04,0.541123645604272
"12627","OCUB-M",909256,"Navitoclax",0.199,0.443745198076641
"12628","OCUB-M",909256,"Navitoclax",0.3979,0.6140065583935
"12629","OCUB-M",909256,"Navitoclax",0.5,0.316482192098485
"12630","OCUB-M",909256,"Navitoclax",0.699,0.267549102745412
"12631","OCUB-M",909256,"Navitoclax",1,0.0588029296471491
"12632","OCUM-1",1298358,"Navitoclax",-2.6987,0.898035219382817
"12633","OCUM-1",1298358,"Navitoclax",-2.3008,1.12715095821306
"12634","OCUM-1",1298358,"Navitoclax",-2.1988,0.976267376948956
"12635","OCUM-1",1298358,"Navitoclax",-1.9998,1.07004287106764
"12636","OCUM-1",1298358,"Navitoclax",-1.8008,1.06905201624626
"12637","OCUM-1",1298358,"Navitoclax",-1.6988,0.945591936786429
"12638","OCUM-1",1298358,"Navitoclax",-1.4998,0.99307622194044
"12639","OCUM-1",1298358,"Navitoclax",-1.3009,0.963721560306445
"12640","OCUM-1",1298358,"Navitoclax",-1.1989,0.949135093717794
"12641","OCUM-1",1298358,"Navitoclax",-0.9998,0.827670384459454
"12642","OCUM-1",1298358,"Navitoclax",-0.8009,0.836618250379075
"12643","OCUM-1",1298358,"Navitoclax",-0.6989,0.816109642530871
"12644","OCUM-1",1298358,"Navitoclax",-0.4999,0.639158450430867
"12645","OCUM-1",1298358,"Navitoclax",-0.301,0.41176261262185
"12646","OCUM-1",1298358,"Navitoclax",-0.1989,0.473659028191474
"12647","OCUM-1",1298358,"Navitoclax",1e-04,0.196801490567503
"12648","OCUM-1",1298358,"Navitoclax",0.199,0.310117962679933
"12649","OCUM-1",1298358,"Navitoclax",0.301,0.248341395982412
"12650","OCUM-1",1298358,"Navitoclax",0.5,0.135252323979907
"12651","OCUM-1",1298358,"Navitoclax",0.699,0.389989758634292
"12652","OCUM-1",1298358,"Navitoclax",1,0.127563709971908
"12653","OE19",910079,"Navitoclax",-2.6987,1.02354446608693
"12654","OE19",910079,"Navitoclax",-2.3008,1.02650087033852
"12655","OE19",910079,"Navitoclax",-2.1988,0.990367686586385
"12656","OE19",910079,"Navitoclax",-1.9998,1.06817472728475
"12657","OE19",910079,"Navitoclax",-1.8008,0.959773919379265
"12658","OE19",910079,"Navitoclax",-1.6988,1.05863592561739
"12659","OE19",910079,"Navitoclax",-1.4998,1.0091475026579
"12660","OE19",910079,"Navitoclax",-1.3009,1.10727757040272
"12661","OE19",910079,"Navitoclax",-1.1989,1.10287425880004
"12662","OE19",910079,"Navitoclax",-0.9998,1.1098511338776
"12663","OE19",910079,"Navitoclax",-0.8009,1.18220279713341
"12664","OE19",910079,"Navitoclax",-0.6989,1.04311072382335
"12665","OE19",910079,"Navitoclax",-0.4999,1.16414240320981
"12666","OE19",910079,"Navitoclax",-0.301,0.881976992240546
"12667","OE19",910079,"Navitoclax",-0.1989,0.94315329826598
"12668","OE19",910079,"Navitoclax",1e-04,0.994078553993127
"12669","OE19",910079,"Navitoclax",0.199,0.894457194519128
"12670","OE19",910079,"Navitoclax",0.301,0.952283558872208
"12671","OE19",910079,"Navitoclax",0.5,1.02998570595432
"12672","OE19",910079,"Navitoclax",0.699,0.785269589941113
"12673","OE19",910079,"Navitoclax",1,1.0091475026579
"12674","OE21",1298359,"Navitoclax",-2.6987,0.96735119867018
"12675","OE21",1298359,"Navitoclax",-2.3008,0.913310112531416
"12676","OE21",1298359,"Navitoclax",-2.1988,0.906811812012558
"12677","OE21",1298359,"Navitoclax",-1.9998,0.871758822963935
"12678","OE21",1298359,"Navitoclax",-1.8008,0.900577158603472
"12679","OE21",1298359,"Navitoclax",-1.6988,0.945737529240104
"12680","OE21",1298359,"Navitoclax",-1.4998,1.05501665438652
"12681","OE21",1298359,"Navitoclax",-1.3009,0.744925472327085
"12682","OE21",1298359,"Navitoclax",-1.1989,1.04175869678752
"12683","OE21",1298359,"Navitoclax",-0.9998,1.00741032251527
"12684","OE21",1298359,"Navitoclax",-0.8009,0.895451944443797
"12685","OE21",1298359,"Navitoclax",-0.6989,1.00014116724999
"12686","OE21",1298359,"Navitoclax",-0.4999,1.08595782051597
"12687","OE21",1298359,"Navitoclax",-0.301,0.875057863100089
"12688","OE21",1298359,"Navitoclax",-0.1989,1.005181717752
"12689","OE21",1298359,"Navitoclax",1e-04,0.981217991225518
"12690","OE21",1298359,"Navitoclax",0.199,0.977108351289873
"12691","OE21",1298359,"Navitoclax",0.301,1.07581540057202
"12692","OE21",1298359,"Navitoclax",0.5,0.852704491868009
"12693","OE21",1298359,"Navitoclax",0.699,0.875057863100089
"12694","OE21",1298359,"Navitoclax",1,0.505302151855903
"12695","OE33",910549,"Navitoclax",-2.6987,0.967212021441354
"12696","OE33",910549,"Navitoclax",-2.3008,0.954294738766296
"12697","OE33",910549,"Navitoclax",-2.1988,1.00480033423796
"12698","OE33",910549,"Navitoclax",-1.9998,1.02812951479373
"12699","OE33",910549,"Navitoclax",-1.8008,1.00950550242408
"12700","OE33",910549,"Navitoclax",-1.6988,0.965196006669806
"12701","OE33",910549,"Navitoclax",-1.4998,1.02330143087082
"12702","OE33",910549,"Navitoclax",-1.3009,0.90599133743187
"12703","OE33",910549,"Navitoclax",-1.1989,1.08402783063382
"12704","OE33",910549,"Navitoclax",-0.9998,1.18436329298654
"12705","OE33",910549,"Navitoclax",-0.8009,1.00490861669669
"12706","OE33",910549,"Navitoclax",-0.6989,1.03002878077162
"12707","OE33",910549,"Navitoclax",-0.4999,1.04734126540363
"12708","OE33",910549,"Navitoclax",-0.301,0.85306698290551
"12709","OE33",910549,"Navitoclax",-0.1989,1.08044799131986
"12710","OE33",910549,"Navitoclax",1e-04,1.04975530736508
"12711","OE33",910549,"Navitoclax",0.199,0.935883128392187
"12712","OE33",910549,"Navitoclax",0.301,0.95438112368973
"12713","OE33",910549,"Navitoclax",0.5,0.804579170654976
"12714","OE33",910549,"Navitoclax",0.699,0.689745168528123
"12715","OE33",910549,"Navitoclax",1,0.958398906886333
"12716","OMC-1",949154,"Navitoclax",-2.6987,0.91704976382663
"12717","OMC-1",949154,"Navitoclax",-2.1988,0.933750706542313
"12718","OMC-1",949154,"Navitoclax",-1.6988,0.933750706542313
"12719","OMC-1",949154,"Navitoclax",-1.1989,0.800143164816847
"12720","OMC-1",949154,"Navitoclax",-0.6989,0.875341126782751
"12721","OMC-1",949154,"Navitoclax",-0.1989,0.81684410753253
"12722","OMC-1",949154,"Navitoclax",0.301,0.86694693567958
"12723","ONS-76",909248,"Navitoclax",-2.6987,0.98289661320518
"12724","ONS-76",909248,"Navitoclax",-2.3008,1.09753777099663
"12725","ONS-76",909248,"Navitoclax",-2.1988,1.0157945020184
"12726","ONS-76",909248,"Navitoclax",-1.9998,0.997768737746752
"12727","ONS-76",909248,"Navitoclax",-1.8008,1.0063018255884
"12728","ONS-76",909248,"Navitoclax",-1.6988,1.02812583485133
"12729","ONS-76",909248,"Navitoclax",-1.4998,1.0825330671175
"12730","ONS-76",909248,"Navitoclax",-1.3009,0.875971254843309
"12731","ONS-76",909248,"Navitoclax",-1.1989,1.00654869012972
"12732","ONS-76",909248,"Navitoclax",-0.9998,0.944770242731423
"12733","ONS-76",909248,"Navitoclax",-0.8009,0.810828698904099
"12734","ONS-76",909248,"Navitoclax",-0.6989,0.997292127296979
"12735","ONS-76",909248,"Navitoclax",-0.4999,0.979307964901454
"12736","ONS-76",909248,"Navitoclax",-0.301,0.875971254843309
"12737","ONS-76",909248,"Navitoclax",-0.1989,0.909940706837028
"12738","ONS-76",909248,"Navitoclax",1e-04,0.902388078046047
"12739","ONS-76",909248,"Navitoclax",0.199,1.01066587678879
"12740","ONS-76",909248,"Navitoclax",0.301,0.928443081558454
"12741","ONS-76",909248,"Navitoclax",0.5,0.928859606675565
"12742","ONS-76",909248,"Navitoclax",0.699,0.754323327632335
"12743","ONS-76",909248,"Navitoclax",1,0.274555488037048
"12744","OPM-2",909249,"Navitoclax",-2.6987,0.978370310385547
"12745","OPM-2",909249,"Navitoclax",-2.3008,0.977663570214638
"12746","OPM-2",909249,"Navitoclax",-2.1988,1.01314146628342
"12747","OPM-2",909249,"Navitoclax",-1.9998,1.245651499969
"12748","OPM-2",909249,"Navitoclax",-1.8008,1.06031926963191
"12749","OPM-2",909249,"Navitoclax",-1.6988,1.07729271322938
"12750","OPM-2",909249,"Navitoclax",-1.4998,1.27534972027272
"12751","OPM-2",909249,"Navitoclax",-1.3009,0.921088110756672
"12752","OPM-2",909249,"Navitoclax",-1.1989,1.11748726420105
"12753","OPM-2",909249,"Navitoclax",-0.9998,1.2138462364025
"12754","OPM-2",909249,"Navitoclax",-0.8009,0.847125824659171
"12755","OPM-2",909249,"Navitoclax",-0.6989,0.952869846215901
"12756","OPM-2",909249,"Navitoclax",-0.4999,0.931857309635129
"12757","OPM-2",909249,"Navitoclax",-0.301,0.764470125241901
"12758","OPM-2",909249,"Navitoclax",-0.1989,0.882551609044457
"12759","OPM-2",909249,"Navitoclax",1e-04,0.870376005167678
"12760","OPM-2",909249,"Navitoclax",0.199,0.657896160382025
"12761","OPM-2",909249,"Navitoclax",0.301,0.785197222063992
"12762","OPM-2",909249,"Navitoclax",0.5,0.705006378144117
"12763","OPM-2",909249,"Navitoclax",0.699,0.568709022161684
"12764","OPM-2",909249,"Navitoclax",1,0.329819600953859
"12765","OS-RC-2",909250,"Navitoclax",-2.6987,0.970371467461354
"12766","OS-RC-2",909250,"Navitoclax",-2.3008,1.02075206827098
"12767","OS-RC-2",909250,"Navitoclax",-2.1988,0.992414808727497
"12768","OS-RC-2",909250,"Navitoclax",-1.9998,1.04393715559821
"12769","OS-RC-2",909250,"Navitoclax",-1.8008,0.896026589281057
"12770","OS-RC-2",909250,"Navitoclax",-1.6988,0.952739868833555
"12771","OS-RC-2",909250,"Navitoclax",-1.4998,1.04393715559821
"12772","OS-RC-2",909250,"Navitoclax",-1.3009,0.976225010126344
"12773","OS-RC-2",909250,"Navitoclax",-1.1989,0.989478770943794
"12774","OS-RC-2",909250,"Navitoclax",-0.9998,0.978229743836411
"12775","OS-RC-2",909250,"Navitoclax",-0.8009,0.901961458859302
"12776","OS-RC-2",909250,"Navitoclax",-0.6989,0.989478770943794
"12777","OS-RC-2",909250,"Navitoclax",-0.4999,1.00915510606189
"12778","OS-RC-2",909250,"Navitoclax",-0.301,1.00888232911449
"12779","OS-RC-2",909250,"Navitoclax",-0.1989,0.958611944400966
"12780","OS-RC-2",909250,"Navitoclax",1e-04,1.01109542700709
"12781","OS-RC-2",909250,"Navitoclax",0.199,0.827728980207854
"12782","OS-RC-2",909250,"Navitoclax",0.301,0.917492043503525
"12783","OS-RC-2",909250,"Navitoclax",0.5,0.879632694324364
"12784","OS-RC-2",909250,"Navitoclax",0.699,0.806941400376201
"12785","OS-RC-2",909250,"Navitoclax",1,0.734276305490764
"12786","OSC-19",1298362,"Navitoclax",-2.6987,1.31290261158089
"12787","OSC-19",1298362,"Navitoclax",-2.1988,1.19699552777338
"12788","OSC-19",1298362,"Navitoclax",-1.6988,0.960523729331426
"12789","OSC-19",1298362,"Navitoclax",-1.1989,0.997590707995696
"12790","OSC-19",1298362,"Navitoclax",-0.6989,0.872416879522115
"12791","OSC-19",1298362,"Navitoclax",-0.1989,0.737976306382467
"12792","OSC-19",1298362,"Navitoclax",0.301,0.645260342734013
"12793","OSC-20",1240196,"Navitoclax",-2.6987,1.00365355456502
"12794","OSC-20",1240196,"Navitoclax",-2.3008,0.912703481587415
"12795","OSC-20",1240196,"Navitoclax",-2.1988,0.980723562121855
"12796","OSC-20",1240196,"Navitoclax",-1.9998,0.976100395873246
"12797","OSC-20",1240196,"Navitoclax",-1.8008,0.961292563334928
"12798","OSC-20",1240196,"Navitoclax",-1.6988,1.0822633268646
"12799","OSC-20",1240196,"Navitoclax",-1.4998,1.17143755034365
"12800","OSC-20",1240196,"Navitoclax",-1.3009,0.818605802360041
"12801","OSC-20",1240196,"Navitoclax",-1.1989,1.09701872558924
"12802","OSC-20",1240196,"Navitoclax",-0.9998,1.08496057765145
"12803","OSC-20",1240196,"Navitoclax",-0.8009,0.885391971585545
"12804","OSC-20",1240196,"Navitoclax",-0.6989,1.02495548326971
"12805","OSC-20",1240196,"Navitoclax",-0.4999,1.00491282459033
"12806","OSC-20",1240196,"Navitoclax",-0.301,0.952178140811048
"12807","OSC-20",1240196,"Navitoclax",-0.1989,1.00855488329353
"12808","OSC-20",1240196,"Navitoclax",1e-04,1.16500833071256
"12809","OSC-20",1240196,"Navitoclax",0.199,0.785228596532174
"12810","OSC-20",1240196,"Navitoclax",0.301,0.851318201181346
"12811","OSC-20",1240196,"Navitoclax",0.5,0.870454823910587
"12812","OSC-20",1240196,"Navitoclax",0.699,0.720474911771926
"12813","OSC-20",1240196,"Navitoclax",1,0.2141584965077
"12814","OV-17R",1480361,"Navitoclax",-2.6987,0.958080300396074
"12815","OV-17R",1480361,"Navitoclax",-2.1988,0.937699910487525
"12816","OV-17R",1480361,"Navitoclax",-1.6988,0.961921630431193
"12817","OV-17R",1480361,"Navitoclax",-1.1989,0.922387942153093
"12818","OV-17R",1480361,"Navitoclax",-0.6989,1.02946501688204
"12819","OV-17R",1480361,"Navitoclax",-0.1989,0.973392268730506
"12820","OV-17R",1480361,"Navitoclax",0.301,0.876505388955837
"12821","OV-56",1480362,"Navitoclax",-2.6987,0.900253428054715
"12822","OV-56",1480362,"Navitoclax",-2.3008,0.885367641600771
"12823","OV-56",1480362,"Navitoclax",-2.1988,0.787783419295058
"12824","OV-56",1480362,"Navitoclax",-1.9998,0.950508741504496
"12825","OV-56",1480362,"Navitoclax",-1.8008,0.846992573543771
"12826","OV-56",1480362,"Navitoclax",-1.6988,0.695809665873017
"12827","OV-56",1480362,"Navitoclax",-1.4998,0.954064118827229
"12828","OV-56",1480362,"Navitoclax",-1.3009,0.823991617480319
"12829","OV-56",1480362,"Navitoclax",-1.1989,0.639672932690203
"12830","OV-56",1480362,"Navitoclax",-0.9998,0.853914753399499
"12831","OV-56",1480362,"Navitoclax",-0.8009,0.839165023050973
"12832","OV-56",1480362,"Navitoclax",-0.6989,0.652093101242313
"12833","OV-56",1480362,"Navitoclax",-0.4999,0.793099088668535
"12834","OV-56",1480362,"Navitoclax",-0.301,0.846992573543771
"12835","OV-56",1480362,"Navitoclax",-0.1989,0.586008441196892
"12836","OV-56",1480362,"Navitoclax",1e-04,0.750210010649036
"12837","OV-56",1480362,"Navitoclax",0.199,0.779234085175346
"12838","OV-56",1480362,"Navitoclax",0.301,0.550020096379732
"12839","OV-56",1480362,"Navitoclax",0.5,0.582096800820424
"12840","OV-56",1480362,"Navitoclax",0.699,0.701199427954837
"12841","OV-56",1480362,"Navitoclax",1,0.378242692642231
"12842","OV-7",1480360,"Navitoclax",-2.6987,0.866738946786272
"12843","OV-7",1480360,"Navitoclax",-2.1988,0.889633711667648
"12844","OV-7",1480360,"Navitoclax",-1.6988,0.794178924055771
"12845","OV-7",1480360,"Navitoclax",-1.1989,1.00802322012055
"12846","OV-7",1480360,"Navitoclax",-0.6989,0.939298969516774
"12847","OV-7",1480360,"Navitoclax",-0.1989,0.843804225945244
"12848","OV-7",1480360,"Navitoclax",0.301,0.805646284476285
"12849","OV-90",1240197,"Navitoclax",-2.6987,0.958708933277545
"12850","OV-90",1240197,"Navitoclax",-2.3008,0.976227278683258
"12851","OV-90",1240197,"Navitoclax",-2.1988,0.999793109732062
"12852","OV-90",1240197,"Navitoclax",-1.9998,0.921659351050188
"12853","OV-90",1240197,"Navitoclax",-1.8008,0.999767250231504
"12854","OV-90",1240197,"Navitoclax",-1.6988,0.925952327330778
"12855","OV-90",1240197,"Navitoclax",-1.4998,0.985922571256428
"12856","OV-90",1240197,"Navitoclax",-1.3009,0.827945156650268
"12857","OV-90",1240197,"Navitoclax",-1.1989,0.913259419144614
"12858","OV-90",1240197,"Navitoclax",-0.9998,1.0042937833109
"12859","OV-90",1240197,"Navitoclax",-0.8009,0.865618960487942
"12860","OV-90",1240197,"Navitoclax",-0.6989,0.855835791349911
"12861","OV-90",1240197,"Navitoclax",-0.4999,0.937725156101748
"12862","OV-90",1240197,"Navitoclax",-0.301,0.747943726147912
"12863","OV-90",1240197,"Navitoclax",-0.1989,0.722475224559866
"12864","OV-90",1240197,"Navitoclax",1e-04,0.813761500382536
"12865","OV-90",1240197,"Navitoclax",0.199,0.703227629566725
"12866","OV-90",1240197,"Navitoclax",0.301,0.634528962970941
"12867","OV-90",1240197,"Navitoclax",0.5,0.609492834061803
"12868","OV-90",1240197,"Navitoclax",0.699,0.434955673480802
"12869","OV-90",1240197,"Navitoclax",1,0.18032691167551
"12870","OVCA420",1480364,"Navitoclax",-2.6987,1.00170304630491
"12871","OVCA420",1480364,"Navitoclax",-2.3008,0.935941624468466
"12872","OVCA420",1480364,"Navitoclax",-2.1988,0.983685938852503
"12873","OVCA420",1480364,"Navitoclax",-1.9998,0.922628055241522
"12874","OVCA420",1480364,"Navitoclax",-1.8008,1.26314478744429
"12875","OVCA420",1480364,"Navitoclax",-1.6988,0.932965515871223
"12876","OVCA420",1480364,"Navitoclax",-1.4998,0.962598663686557
"12877","OVCA420",1480364,"Navitoclax",-1.3009,1.04349277881244
"12878","OVCA420",1480364,"Navitoclax",-1.1989,0.939815371681355
"12879","OVCA420",1480364,"Navitoclax",-0.9998,0.920510108683555
"12880","OVCA420",1480364,"Navitoclax",-0.8009,0.87318390771651
"12881","OVCA420",1480364,"Navitoclax",-0.6989,0.993175135205102
"12882","OVCA420",1480364,"Navitoclax",-0.4999,1.00261433482432
"12883","OVCA420",1480364,"Navitoclax",-0.301,0.97177637454208
"12884","OVCA420",1480364,"Navitoclax",-0.1989,0.988415209872327
"12885","OVCA420",1480364,"Navitoclax",1e-04,0.991709163185422
"12886","OVCA420",1480364,"Navitoclax",0.199,1.04349277881244
"12887","OVCA420",1480364,"Navitoclax",0.301,0.944209136464589
"12888","OVCA420",1480364,"Navitoclax",0.5,0.777210745825366
"12889","OVCA420",1480364,"Navitoclax",0.699,0.90005997027172
"12890","OVCA420",1480364,"Navitoclax",1,0.417340081741878
"12891","OVCA433",1480367,"Navitoclax",-2.6987,1.01837701372392
"12892","OVCA433",1480367,"Navitoclax",-2.1988,1.04958260287756
"12893","OVCA433",1480367,"Navitoclax",-1.6988,0.994931976846713
"12894","OVCA433",1480367,"Navitoclax",-1.1989,0.854425135631373
"12895","OVCA433",1480367,"Navitoclax",-0.6989,1.0027742191471
"12896","OVCA433",1480367,"Navitoclax",-0.1989,1.15112330266284
"12897","OVCA433",1480367,"Navitoclax",0.301,1.03397980830074
"12898","OVCAR-3",905933,"Navitoclax",-2.6987,0.98300593156534
"12899","OVCAR-3",905933,"Navitoclax",-2.3008,1.01548689842152
"12900","OVCAR-3",905933,"Navitoclax",-2.1988,1.04360555335268
"12901","OVCAR-3",905933,"Navitoclax",-1.9998,0.884397786842624
"12902","OVCAR-3",905933,"Navitoclax",-1.8008,1.11364403007462
"12903","OVCAR-3",905933,"Navitoclax",-1.6988,0.979725592815035
"12904","OVCAR-3",905933,"Navitoclax",-1.4998,0.866693808326127
"12905","OVCAR-3",905933,"Navitoclax",-1.3009,0.911002391761424
"12906","OVCAR-3",905933,"Navitoclax",-1.1989,0.960824778058958
"12907","OVCAR-3",905933,"Navitoclax",-0.9998,1.01390149035952
"12908","OVCAR-3",905933,"Navitoclax",-0.8009,0.895167390435005
"12909","OVCAR-3",905933,"Navitoclax",-0.6989,1.0104691047549
"12910","OVCAR-3",905933,"Navitoclax",-0.4999,0.912302751529004
"12911","OVCAR-3",905933,"Navitoclax",-0.301,0.806517885101327
"12912","OVCAR-3",905933,"Navitoclax",-0.1989,0.954838248602254
"12913","OVCAR-3",905933,"Navitoclax",1e-04,0.980729013922953
